"bsn","bbsn","user_id"
"-0.001",78.44735964121085,"528"
"-0.001",32.96387092498631,"1298"
"-0.001",232.38934254241087,"2086"
"-0.001",1094.475674418632,"70"
"-0.001",54.290117208014685,"387"
"-0.001",149.33621789981345,"1393"
"-0.001",168.64708521340586,"1218"
"-0.001",83.43350935402654,"1731"
"-0.001",368.64977096276954,"2213"
"-0.001",-24.845346933893893,"1376"
"-0.001",584.8920991422967,"1801"
"-0.001",234.7601857585977,"1166"
"-0.001",234.63843932922893,"1945"
"-0.001",44.39595041674501,"290"
"-0.001",52.80263539208667,"2141"
"-0.001",83.54415802777815,"2189"
"-0.001",77.30016383711617,"246"
"-0.001",73.7568372598818,"868"
"-0.001",190.435213410625,"2075"
"-0.001",929.0856593030574,"2219"
"-0.001",-244.356939150759,"1238"
"-0.001",-34.16149892278544,"1377"
"-0.001",84.30744937062619,"811"
"-0.001",-246.5647999080411,"1245"
"-0.001",-5.715233433574724,"1295"
"-0.001",174.7362549069172,"2034"
"-0.001",268.0713222684417,"2235"
"-0.001",238.27957241039985,"1389"
"-0.001",102.96578452026355,"599"
"-0.001",234.98346236122416,"500"
"-0.001",556.1901796445841,"2207"
"-0.001",435.62945737853903,"32"
"-0.001",83.31759464039948,"2012"
"-0.001",47.37806118485532,"1204"
"-0.001",312.55837639473356,"196"
"-0.001",18.96670430831709,"423"
"-0.001",1180.941485433299,"2143"
"-0.001",85.43744113031903,"1803"
"-0.001",81.02432585172083,"324"
"-0.001",131.45930535640412,"2194"
"-0.001",167.77980469900837,"1853"
"-0.001",978.1404787851219,"913"
"-0.001",-520.5995271687417,"1123"
"-0.001",556.8549302066696,"1976"
"-0.001",2576.8845758138614,"648"
"-0.001",1350.2656473258826,"856"
"-0.001",98.23609132541628,"980"
"-0.001",90.21409554553148,"961"
"-0.001",174.57929104197015,"2127"
"-0.001",109.27119983826209,"1771"
"-0.001",-83.1220246142253,"1843"
"-0.001",222.7167807733346,"1108"
"-0.001",157.31425655817796,"2229"
"-0.001",242.51442731268173,"1879"
"-0.001",105.81145117667745,"1917"
"-0.001",86.14349402363356,"1561"
"-0.001",177.87072880050613,"522"
"-0.001",174.61024283953583,"1346"
"-0.001",96.1794159224611,"1806"
"-0.001",424.9184612685934,"612"
"-0.001",283.0411260403698,"536"
"-0.001",473.61694449010383,"885"
"-0.001",334.2668641591497,"948"
"-0.001",1271.188292934488,"1426"
"-0.001",186.32318295925938,"18"
"-0.001",-384.6692846691422,"1308"
"-0.001",88.44721675909159,"1392"
"-0.001",364.14477771240615,"1038"
"-0.001",82.197329853716,"2043"
"-0.001",90.11584886806759,"870"
"-0.001",89.10781755074684,"519"
"-0.001",69.9730859776528,"1444"
"-0.001",87.70941583079328,"625"
"-0.001",74.03320952042979,"466"
"-0.001",883.6388283718065,"289"
"-0.001",311.3270491599021,"825"
"-0.001",194.01082180600207,"448"
"-0.001",-231.72268604562396,"1170"
"-0.001",92.80568708279027,"1865"
"-0.001",425.559487988678,"688"
"-0.001",-301.63312596770294,"1672"
"-0.001",164.79611826124818,"6"
"-0.001",56.153879301972864,"1407"
"-0.001",312.69858056644864,"721"
"-0.001",105.84390014017805,"514"
"-0.001",108.36329571521273,"1092"
"-0.001",1014.994230832611,"865"
"-0.001",96.19901255530233,"1717"
"-0.001",865.0099249944983,"1289"
"-0.001",287.15857631024494,"1008"
"-0.001",-103.04694779068387,"1753"
"-0.001",919.1535590581673,"1154"
"-0.001",178.51139110343345,"1061"
"-0.001",73.58799829978841,"794"
"-0.001",355.87454001870475,"478"
"-0.001",336.9567585837412,"63"
"-0.001",81.66983840940544,"1268"
"-0.001",108.12149577739306,"2198"
"-0.001",239.1862753596986,"1412"
"-0.001",618.3501403663454,"892"
"-0.001",134.22034938090349,"1113"
"-0.001",8.678678390108729,"1966"
"-0.001",259.77822759064014,"2195"
"-0.001",943.520871796894,"1382"
"-0.001",245.750541840788,"1461"
"-0.001",104.24528231872333,"1961"
"-0.001",-189.33838275549832,"254"
"-0.001",293.9624531796235,"2014"
"-0.001",303.0345567705647,"377"
"-0.001",143.30234573105488,"101"
"-0.001",174.08767599175857,"1257"
"-0.001",83.15507212517144,"788"
"-0.001",1708.3439170120907,"1162"
"-0.001",239.99700422638858,"2234"
"-0.001",86.22785665903302,"1795"
"-0.001",92.71930782959556,"229"
"-0.001",83.31394576630818,"2130"
"-0.001",220.31340501725327,"2107"
"-0.001",147.7735251567672,"495"
"-0.001",88.54347629606431,"633"
"-0.001",79.29236094113429,"622"
"-0.001",89.58440865157371,"441"
"-0.001",258.5569533391013,"2125"
"-0.001",162.0691795465912,"1163"
"-0.001",1112.58652065763,"351"
"-0.001",255.81452480399253,"1773"
"-0.001",642.5600503473536,"1315"
"-0.001",275.03321163260915,"1292"
"-0.001",1169.5233761236614,"1297"
"-0.001",94.48969076952113,"878"
"-0.001",156.44378177201105,"1958"
"-0.001",69.76100685920542,"526"
"-0.001",100.6768278433117,"145"
"-0.001",105.18614779497727,"375"
"-0.001",1210.3239185627094,"17"
"-0.001",101.91997214911626,"393"
"-0.001",55.43101242989033,"1276"
"-0.001",500.6374332136111,"2064"
"-0.001",46.44910611473706,"2118"
"-0.001",51.10783927208321,"1351"
"-0.001",645.5540783467981,"293"
"-0.001",256.9606791080678,"1183"
"-0.001",254.9896817062428,"1694"
"-0.001",329.32930595917514,"497"
"-0.001",605.8761267250478,"703"
"-0.001",316.84552342461666,"1279"
"-0.001",70.61526120326941,"218"
"-0.001",398.138473436279,"1003"
"-0.001",280.14520393280156,"2041"
"-0.001",818.368960880433,"662"
"-0.001",528.5177843547285,"1445"
"-0.001",664.150608187625,"190"
"-0.001",920.5464689221806,"323"
"-0.001",76.26505368196918,"1714"
"-0.001",172.16628339953292,"1328"
"-0.001",213.59687217891044,"1363"
"-0.001",308.76159177669996,"2101"
"-0.001",487.89279093327605,"1418"
"-0.001",52.993723109481635,"2113"
"-0.001",-1.5908541823479112,"1180"
"-0.001",949.0161393888238,"1141"
"-0.001",90.58094532494144,"1239"
"-0.001",452.6884368014297,"1148"
"0.000",11.510502086137777,"406"
"0.000",606.7557489822411,"1509"
"0.000",82.26681590436844,"2124"
"0.000",0.6649165486055892,"1686"
"0.000",0.30898005107439985,"849"
"0.000",66.2464797361051,"2228"
"0.000",146.48025857481585,"1905"
"0.000",151.96096884268303,"2055"
"0.000",12.820966270399282,"1698"
"0.000",436.2740996875109,"919"
"0.000",-7.192572570972914,"1894"
"0.000",76.98209609272453,"932"
"0.000",0,"1096"
"0.000",-1.1093277162844117,"1273"
"0.000",114.25687555333997,"1673"
"0.000",156.46667220091393,"1433"
"0.000",19.268485201474107,"733"
"0.000",-1.4210854715202004e-14,"269"
"0.000",9.971079543544946,"1594"
"0.000",4.466686772228144,"1728"
"0.000",-1.4210854715202004e-14,"125"
"0.000",465.9759358376166,"700"
"0.000",0,"43"
"0.000",135.70754919086548,"587"
"0.000",8.197875358332539,"1908"
"0.000",6.049316525084109,"1090"
"0.000",-0.04175319257548438,"1687"
"0.000",83.17818211804027,"349"
"0.000",737.2340988871923,"1533"
"0.000",1369.0261122021186,"1978"
"0.000",20.024359209059554,"1789"
"0.000",233.57454426573582,"2065"
"0.000",4.890832635787945,"1416"
"0.000",252.87384814681963,"1024"
"0.000",810.8732103626214,"1576"
"0.000",151.02597339222288,"677"
"0.000",16.22495106183551,"2226"
"0.000",86.51893662744843,"1954"
"0.000",89.97676966435536,"1232"
"0.000",596.0891728209795,"1028"
"0.000",71.21240519131011,"1543"
"0.000",2197.884667639086,"29"
"0.000",363.27219277855465,"96"
"0.000",134.88556099011402,"2068"
"0.000",1.393814326014322,"1890"
"0.000",1.4210854715202004e-14,"1787"
"0.000",300.528501878421,"2028"
"0.000",226.07325467545644,"631"
"0.000",-5.684341886080802e-14,"1551"
"0.000",632.016132129998,"1641"
"0.000",152.10053275272753,"2200"
"0.000",151.20476514410814,"1628"
"0.000",1331.3878479847042,"1979"
"0.000",-145.46597140023317,"1432"
"0.000",1088.8108312091633,"66"
"0.000",8.519357681357988,"661"
"0.000",111.52204651042548,"512"
"0.000",139.68522287402294,"340"
"0.000",431.63838251299387,"1653"
"0.000",30.86877392761786,"523"
"0.000",-61.30378757979162,"356"
"0.000",151.9676096042941,"1919"
"0.000",0.5122261414223885,"1970"
"0.000",13.038308575153238,"1572"
"0.000",179.69979037143395,"368"
"0.000",6.58806291631187,"1982"
"0.000",189.08463519564754,"1850"
"0.000",11.257679950117094,"538"
"0.000",588.7331280211985,"595"
"0.000",202.19792181487122,"2023"
"0.000",110.93801076986134,"2167"
"0.000",855.7382381589242,"924"
"0.000",223.2587770385637,"872"
"0.000",7.749714841743469,"1140"
"0.000",653.6723642236334,"1054"
"0.000",480.899777549818,"792"
"0.000",566.6635789768079,"1965"
"0.000",399.7727346190061,"896"
"0.000",86.05172836358257,"651"
"0.000",-16.058345231264866,"1005"
"0.000",-118.27362749882344,"359"
"0.000",186.4683435589735,"1449"
"0.000",78.31936743741205,"217"
"0.000",-1.1004877069754286,"1332"
"0.000",213.1187853229493,"985"
"0.000",-15.8386720814385,"1601"
"0.000",303.2634516724429,"1737"
"0.000",341.4814206023051,"2092"
"0.000",989.5029643171376,"2173"
"0.000",1.5827306323265304,"1721"
"0.000",8.287713274215406,"931"
"0.000",271.01700479959504,"1189"
"0.000",634.4503481884767,"718"
"0.000",0.026706199220370763,"1654"
"0.000",97.46691018603083,"1364"
"0.000",32.2236901997834,"1889"
"0.000",-21.119058301021596,"1112"
"0.000",142.6140909082877,"559"
"0.000",69.32978017679774,"1971"
"0.000",330.20529061476213,"2190"
"0.000",0.8365143458430424,"900"
"0.000",-0.13458650357857493,"405"
"0.000",267.09296357760377,"996"
"0.000",13.470082522641874,"762"
"0.000",14.640477086484736,"1197"
"0.000",180.41829523467374,"1063"
"0.000",0.8134654935395531,"1059"
"0.000",62.39455077489121,"679"
"0.000",583.8558539728614,"983"
"0.000",291.5355316379953,"1912"
"0.000",0,"976"
"0.000",287.3755861065907,"729"
"0.000",88.15103846967789,"1242"
"0.000",-0.10112982872720977,"408"
"0.000",127.091905984015,"782"
"0.000",256.19563548720794,"1160"
"0.000",618.5603627947085,"1514"
"0.000",488.89222707880634,"1338"
"0.000",8.526512829121202e-14,"1359"
"0.000",-0.3209125380255813,"982"
"0.000",1206.638293160022,"1079"
"0.000",121.75748236331151,"1152"
"0.000",0,"1384"
"0.000",154.23257551186757,"821"
"0.000",98.27218708818859,"1826"
"0.000",-118.05904414694788,"659"
"0.000",395.6091933307868,"2233"
"0.000",762.9551084937998,"2238"
"0.000",117.21469778929742,"1481"
"0.000",84.92998838049664,"1480"
"0.000",209.8034088824444,"9"
"0.000",-71.7100957588584,"903"
"0.000",138.13185350306443,"736"
"0.000",154.9304011067137,"566"
"0.000",20.101439417276353,"457"
"0.000",121.08148150848172,"592"
"0.000",235.93457786770858,"1041"
"0.000",110.66560301615425,"553"
"0.000",1.3501704617886787,"1640"
"0.000",390.32838686475986,"302"
"0.000",1132.885563989725,"1968"
"0.000",0,"927"
"0.000",120.81254004158842,"774"
"0.000",150.74110889730605,"1385"
"0.000",318.2135317671133,"1726"
"0.000",1.4210854715202004e-14,"165"
"0.000",145.58443043146573,"1233"
"0.000",495.74253774241896,"2162"
"0.000",-8.526512829121202e-14,"56"
"0.000",-0.373584143485985,"2231"
"0.000",217.5467960055235,"820"
"0.000",188.55247595701624,"1267"
"0.000",6.162637247212132,"894"
"0.000",31.365345467494336,"1357"
"0.000",6.4169637184102015,"245"
"0.000",-61.62118286979246,"1020"
"0.000",33.782912603565904,"1017"
"0.000",316.32083122285377,"484"
"0.000",0,"2216"
"0.000",10.690284093832773,"558"
"0.000",25.522706516746908,"1720"
"0.000",0.37347905005300674,"1885"
"0.000",-173.41191418863704,"1538"
"0.000",-55.856759486122485,"168"
"0.000",140.3945406575264,"1224"
"0.000",151.03863560649296,"598"
"0.000",27.917271032115224,"471"
"0.000",321.7806739706083,"2169"
"0.000",220.40269829366116,"1051"
"0.000",111.96187861344931,"1424"
"0.000",2.566929608359956,"1716"
"0.000",88.99354291302623,"1352"
"0.000",380.3746846654709,"1859"
"0.000",204.51884385175123,"2058"
"0.000",172.82237710027775,"1441"
"0.000",154.06939776425247,"2217"
"0.000",58.590890976377324,"1035"
"0.000",-0.8171303365711822,"367"
"0.000",138.78738578421996,"2091"
"0.000",219.7833373053514,"1735"
"0.000",5.84080075638344,"247"
"0.000",86.4629498199395,"1240"
"0.000",-66.12287692730341,"1881"
"0.000",207.41761442198137,"1182"
"0.000",139.38813829046833,"1946"
"0.000",74.99567853754013,"411"
"0.000",910.2612999703507,"869"
"0.000",247.73232575377295,"864"
"0.000",-0.14257586402831635,"2186"
"0.000",471.42839508560746,"672"
"0.000",37.62873910196417,"1584"
"0.000",164.21066135777812,"1454"
"0.000",0.35056774865306295,"316"
"0.000",4.883124284813263,"1282"
"0.000",-11.147704684036384,"256"
"0.000",146.11524551123273,"332"
"0.000",340.81354474915736,"1812"
"0.000",2.071331332074365,"628"
"0.000",195.53434438404366,"422"
"0.000",561.4515165133937,"2095"
"0.000",-1.1552403603417865,"215"
"0.000",102.8641216014922,"1275"
"0.000",77.33456515400907,"1107"
"0.000",-225.26731547892902,"1157"
"0.000",108.41361728219147,"1465"
"0.000",221.72782980967872,"1155"
"0.000",125.01550112741293,"1526"
"0.000",93.87746832980565,"1541"
"0.000",49.03913186041431,"1531"
"0.000",233.15570026463868,"1274"
"0.000",286.60017728387305,"1840"
"0.000",1088.3379682130726,"877"
"0.000",449.5463168936868,"1805"
"0.000",46.079728724431675,"299"
"0.000",143.47759169878725,"605"
"0.000",87.09967713164988,"1702"
"0.000",6.39348733075407,"971"
"0.000",59.94754831779049,"660"
"0.000",60.83069290715919,"1759"
"0.000",235.7796319535969,"236"
"0.000",21.233237771025628,"949"
"0.000",427.6844100221167,"1751"
"0.000",103.1508960272701,"1064"
"0.000",268.2703172533551,"454"
"0.000",5.148613957313415,"1193"
"0.000",23.734474786956746,"879"
"0.000",-119.1740975698153,"227"
"0.000",66.49937264548393,"73"
"0.000",12.237567243647163,"1169"
"0.000",169.49960075186306,"2179"
"0.000",273.77605986364813,"1874"
"0.000",-0.2638091448443447,"1171"
"0.000",604.8569861213738,"1138"
"0.000",132.68583379869446,"1085"
"0.000",-3.095333095134734,"239"
"0.000",-34.10704376861303,"121"
"0.000",338.41878567081943,"1353"
"0.000",-0.00046506332604678846,"1438"
"0.000",85.47907007711667,"561"
"0.000",0.2505825087946505,"755"
"0.000",136.42089533895896,"1184"
"0.000",13.504235054355306,"1031"
"0.000",8.46035789348502,"1670"
"0.000",1.2595901270983916,"2158"
"0.000",102.0561577400752,"15"
"0.000",277.9140559294409,"859"
"0.000",1008.823830330837,"842"
"0.000",17.589773167060528,"1129"
"0.000",82.80889284756906,"2062"
"0.000",380.449550533626,"1367"
"0.000",-7.573951880537734,"244"
"0.000",884.3280503135953,"1192"
"0.000",38.685397862716,"2206"
"0.000",148.51772168651314,"1088"
"0.000",-20.575032050019146,"1124"
"0.000",51.48740130409905,"1738"
"0.000",148.79900261128367,"1725"
"0.000",89.0209691647161,"1243"
"0.000",-116.0340631377414,"251"
"0.000",1004.533449481931,"1270"
"0.000",0,"1436"
"0.000",1.1625432099195905,"960"
"0.000",8.526512829121202e-14,"1516"
"0.000",620.3675936632972,"2008"
"0.000",175.38015983633778,"2210"
"0.000",129.69055979749368,"1455"
"0.000",-0.10112982872720977,"321"
"0.000",59.266491559403335,"2223"
"0.000",-5.684341886080802e-14,"402"
"0.000",6.779680252353913,"804"
"0.000",8.526512829121202e-14,"1934"
"0.000",235.53366479756528,"866"
"0.000",0.9982976104362677,"2104"
"0.000",-129.8395196220793,"1487"
"0.000",2.8105447649002286,"991"
"0.000",44.919492444602724,"1391"
"0.000",0,"776"
"0.000",88.6094155405095,"467"
"0.000",-51.03835974190764,"2026"
"0.000",-306.01309500681907,"1636"
"0.000",1048.4772845754967,"1177"
"0.000",113.17919671993053,"1121"
"0.000",44.714672337977824,"1882"
"0.000",-2.2777324669361008,"1566"
"0.000",588.3894451304247,"1343"
"0.000",119.01796334898178,"724"
"0.000",1418.7257730943143,"1785"
"0.000",-66.59000170596852,"1323"
"0.000",-7.768508179888158,"1222"
"0.000",777.3567581356635,"1921"
"0.000",538.2363119039563,"372"
"0.000",-239.6399882186078,"1358"
"0.000",29.027741719498948,"600"
"0.000",759.6640324852051,"772"
"0.000",-804.4608325002271,"335"
"0.000",0,"1596"
"0.000",11.366426652322318,"1931"
"0.000",113.8220196169987,"1756"
"0.000",418.1381656820404,"808"
"0.000",-306.858854984856,"1695"
"0.000",80.51108655628039,"1768"
"0.000",0,"1360"
"0.000",436.24434952148374,"952"
"0.000",7.575797418376126,"1399"
"0.000",0.14967284088400845,"986"
"0.000",128.3094574934166,"857"
"0.000",264.13631225934114,"619"
"0.000",77.58209508408157,"890"
"0.000",708.2588304677653,"1214"
"0.000",522.6912384269941,"1394"
"0.000",8.19433574081333,"1341"
"0.000",1089.5601768213166,"1074"
"0.000",351.1140209279782,"517"
"0.000",73.64263005497446,"1873"
"0.000",142.92933076663564,"1999"
"0.000",405.3853808213695,"1957"
"0.000",-135.51650171467395,"1111"
"0.000",-0.18075968094585448,"1082"
"0.000",-211.1665200422076,"2102"
"0.000",5.684341886080802e-14,"129"
"0.000",0.0308458844174595,"203"
"0.000",83.43769726562505,"1838"
"0.000",641.55911682212,"1181"
"0.000",1238.715509921846,"789"
"0.000",-82.6665403170484,"1491"
"0.000",69.12021641216022,"1023"
"0.000",0.1977104871462103,"1172"
"0.000",-110.78716232087412,"1208"
"0.000",-67.98963984680354,"511"
"0.000",1040.8099846131902,"1333"
"0.000",20.70745701542313,"1610"
"0.000",246.05438993103448,"1034"
"0.000",5.295903457023201,"943"
"0.000",323.1628259680607,"2003"
"0.000",1.0521174068237826,"330"
"0.000",1095.7534047934798,"451"
"0.000",-0.17068007010826136,"1220"
"0.000",16.879868257520783,"1466"
"0.000",-3.2427713813876267,"348"
"0.000",982.7466394041805,"1634"
"0.000",-23.831904393082453,"112"
"0.000",147.75563897241858,"560"
"0.000",319.4311305282292,"1042"
"0.000",126.19830801514729,"613"
"0.000",-2.428421672653897,"268"
"0.000",69.56007835532381,"1745"
"0.000",22.983816090767334,"2016"
"0.000",75.32019398283646,"1404"
"0.000",10.372121940401755,"830"
"0.000",0,"1545"
"0.000",522.5085778441434,"1581"
"0.000",414.7006073784006,"1482"
"0.000",248.88971129721293,"1657"
"0.000",0,"988"
"0.000",295.03747877462524,"964"
"0.000",109.21341635199033,"601"
"0.000",69.08177415752023,"82"
"0.000",57.76098423166515,"2000"
"0.000",-121.1605366851628,"202"
"0.000",619.0592052748755,"2203"
"0.000",155.60032908318482,"610"
"0.000",0,"1425"
"0.000",51.45427767766258,"678"
"0.000",39.27755504932502,"1906"
"0.000",-0.20823751563378323,"812"
"0.000",1166.4992749462435,"579"
"0.000",-0.4425110153292593,"510"
"0.000",32.45702497495937,"1176"
"0.000",4.386715667437386,"1186"
"0.000",585.9622983423546,"212"
"0.000",231.50474321619373,"28"
"0.000",137.07311684976509,"1796"
"0.000",-228.57052482834123,"1089"
"0.000",720.4213785023053,"1147"
"0.000",616.2933383071597,"917"
"0.000",6.5830476928411485,"1605"
"0.000",0.30316159886420735,"1555"
"0.000",-0.08602290053822514,"515"
"0.000",91.52424069436688,"1256"
"0.000",82.35705214646954,"2142"
"0.000",43.06848769298426,"1000"
"0.000",-27.831116512073248,"706"
"0.000",953.3785761005656,"2139"
"0.000",944.008087734962,"666"
"0.000",-3.126388037344441e-13,"1423"
"0.000",0,"956"
"0.000",3.7191883599115685,"216"
"0.000",-1.8474111129762605e-13,"958"
"0.000",-112.45972636504474,"295"
"0.000",1.0263905853404225,"1730"
"0.000",109.81811468804952,"1655"
"0.000",90.01091088896405,"694"
"0.000",176.74423166385472,"213"
"0.000",-169.78442764777338,"1114"
"0.000",593.9728524296838,"833"
"0.000",0.5749041070191225,"1244"
"0.000",7.961278545216388,"752"
"0.000",7.471970758796473,"1013"
"0.000",-50.69427860358637,"1760"
"0.000",96.99853428177647,"594"
"0.000",0,"460"
