"uid","tournesol_score"
"yt:00000000008",-0.7487986479746525
"yt:00000000009",-8.86537977362207
"yt:00000000010",0.7607757388223632
"yt:00000000021",14.738166279098179
"yt:00000000022",-2.8050028066214736
"yt:00000000045",""
"yt:00000000048",""
"yt:00000000049",""
"yt:00000000071",-3.3369550110999553
"yt:00000000073",-12.40591419530582
"yt:00000000067",8.60729332175002
"yt:00000000074",9.240284424868056
"yt:00000000077",5.219931351301572
"yt:00000000086",-6.402575946148239
"yt:00000000087",-6.336423976629081
"yt:00000000092",35.9615926136189
"yt:00000000108",-4.360985193408253
"yt:00000000109",-15.04556065975629
"yt:00000000110",14.96283397061469
"yt:00000000132",10.420329547393981
"yt:00000000133",2.4906072032513915
"yt:00000000137",46.98731867010795
"yt:00000000001",7.214440701707101
"yt:00000000152",-15.558324301900944
"yt:00000000153",-28.05080940316621
"yt:00000000174",5.492124665642821
"yt:00000000175",61.910297719315224
"yt:00000000176",19.988146491832953
"yt:00000000180",-15.57464215312449
"yt:00000000204",-10.768957183882767
"yt:00000000196",-11.188774631467018
"yt:00000000197",8.805021175821613
"yt:00000000218",7.187355792660222
"yt:00000000220",0
"yt:00000000224",1.5205193022356567
"yt:00000000240",21.831652958074923
"yt:00000000244",-4.993887239445284
"yt:00000000245",18.910655084611218
"yt:00000000246",-2.0950727596524183
"yt:00000000249",-20.062450413562427
"yt:00000000019",-3.344121304637324
"yt:00000000262",4.728540553330957
"yt:00000000263",4.238715585472746
"yt:00000000286",-7.431201392404099
"yt:00000000289",7.083807068961049
"yt:00000000290",13.91625395972161
"yt:00000000171",-1.087610985585144
"yt:00000000306",""
"yt:00000000328",4.4468065304396465
"yt:00000000166",0.2334914723662811
"yt:00000000350",-15.517415356580361
"yt:00000000357",0.771086250361763
"yt:00000000395",13.135299732702318
"yt:00000000396",12.403130456428789
"yt:00000000398",25.30998887255879
"yt:00000000418",0.39911594976700704
"yt:00000000359",6.422293107279827
"yt:00000000361",-9.388548239028689
"yt:00000000438",13.04052393365853
"yt:00000000439",38.138859532081106
"yt:00000000443",-4.3734679331023765
"yt:00000000444",24.152256251014744
"yt:00000000462",-9.516389998096669
"yt:00000000463",8.055908368433126
"yt:00000000465",5.781739594465027
"yt:00000000172",-14.261900355851504
"yt:00000000362",24.50543628375916
"yt:00000000363",4.723182577893364
"yt:00000000364",-11.214526517542605
"yt:00000000124",9.377830263319147
"yt:00000000504",-3.110233811718929
"yt:00000000505",-12.315071082208043
"yt:00000000365",-3.7030319000547522
"yt:00000000366",15.70073826229188
"yt:00000000089",14.91652402085841
"yt:00000000574",5.9891997930800285
"yt:00000000577",-3.1224466419176644
"yt:00000000578",-4.201143195137473
"yt:00000000323",11.56605597347876
"yt:00000000368",15.040346519234703
"yt:00000000369",8.508833776817704
"yt:00000000370",-10.843150596874526
"yt:00000000614",-3.108237210447477
"yt:00000000615",-31.85520559245895
"yt:00000000617",31.464894733957966
"yt:00000000620",-4.33233165855134
